Timestamp,Paper Title,Link to the paper's code (GitHub or other),Domain,evaluator,Agent version,Execution Environment (Select “Other” only if you performed a non-standardized step.),Date (PST),Start Time (PST),End Time (PST),Condition,Hardware (Select “Other” only if you used an environment other than A40 on RunPod.),OS (Select “Others” only if you used an environment other than A40 on RunPod.),Phase 1 Blocker 1: What was the Blocker,Phase 1 Blocker 1: Who got stuck,Phase 1 Blocker 1: What was the resolution,Phase 1 Blocker 1: Intervention needed?,"Phase 2 *Select one from ""Who"" and one from ""Outcome"" [2.1 Identify entry point / main script]","Phase 2 *Select one from ""Who"" and one from ""Outcome"" [2.2 Understand required run parameters]","Phase 2 *Select one from ""Who"" and one from ""Outcome"" [2.3 Run Code]","Phase 2 *Select one from ""Who"" and one from ""Outcome"" [2.4 Monitor / debug runtime errors]","Phase 2 *Select one from ""Who"" and one from ""Outcome"" [2.5 Locate output files]","Phase 3 *Select one from ""Who"" and one from ""Outcome"" [3.1 Parse / extract our results]","Phase 3 *Select one from ""Who"" and one from ""Outcome"" [3.2 Compare to paper values]","Phase 3 *Select one from ""Who"" and one from ""Outcome"" [3.3 Investigate discrepancies(if any)]",Results: Question,Results: Paper Value,Results: Our Value,Results: Match,Reproduction failure mode classification (in case reproduction of the given target failed),"Total duration (in minutes) Measure by: Start from difference between first and last timestamp (as provided by script), manually subtract lunch breaks etc. (afk time), add any additional time for analysis etc. after the last timestamp","Collaboration pattern observed *If multiple choices apply, use the “Other” freeform text field.",Where Agent added value,Where Agent struggled and needed help,"Other Notes (error messages, surprises, observations - anything that doesn't fit above)",Phase 1 Blocker 2: What was the Blocker,Phase 1 Blocker 2: Who got stuck,Phase 1 Blocker 3: Who got stuck,Phase 1 Blocker 3: What was the Blocker,Phase 1 Blocker 2: What was the resolution,Phase 1 Blocker 3: What was the resolution,Phase 1 Blocker 2: Intervention needed?,Phase 1 Blocker 3: Intervention needed?,Phase 2 Blocker 1: What was the Blocker,Phase 2 Blocker 1: Who got stuck,Phase 2 Blocker 1: What was the resolution,Phase 2 Blocker 1: Intervention needed?,Phase 2 Blocker 2: What was the Blocker,Phase 2 Blocker 2: Who got stuck,Phase 2 Blocker 2: What was the resolution,Phase 2 Blocker 2: Intervention needed?,Phase 2 Blocker 3: What was the Blocker,Phase 2 Blocker 3: Who got stuck,Phase 2 Blocker 3: What was the resolution,Phase 2 Blocker 3: Intervention needed?,Phase 3 Blocker 1: What was the Blocker,Phase 3 Blocker 1: Who got stuck,Phase 3 Blocker 1: What was the resolution,Phase 3 Blocker 1:Intervention needed?,Phase 3 Blocker 2: What was the Blocker,Phase 3 Blocker 2: What was the resolution,Phase 3 Blocker 2: Intervention needed?,Phase 3 Blocker 3: What was the Blocker,Phase 3 Blocker 3: Who got stuck,Phase 3 Blocker 3: What was the resolution,Phase 3 Blocker 3: Intervention needed?,Link to Docent log of this session,Step 1.1: Start the instance and Docker image (Human) - Outcome,Step 1.1: Start the instance and Docker image (Human) - Notes,Step 1.2: Start Agent with logging and prompt replication target task (using the generic default prompt) (Human) - Outcome,Step 1.3: Obtain the paper’s code (e.g. clone repo) - Who did it,Step 1.4: Read README - Outcome,Step 1.5: Create environment (e.g. using conda/venv) - Outcome,Step 1.6: Install dependencies - Outcome,Step 1.7: Download/prepare data - Outcome,"Step 1.8: Verify setup (import test, etc.) - Outcome",Step 1.3: Obtain the paper’s code (e.g. clone repo) - Outcome,"Step 1.8: Verify setup (import test, etc.) - Who did it",Step 1.7: Download/prepare data - Who did it,Step 1.6: Install dependencies - Who did it,Step 1.4: Read README - Who did it,Step 1.5: Create environment (e.g. using conda/venv) -- Who did it,Step 1.3: Obtain the paper’s code (e.g. clone repo) - Notes,Step 1.7: Download/prepare data - Notes,"Step 1.8: Verify setup (import test, etc.) - Notes",Step 1.6: Install dependencies - Notes,Step 1.5: Create environment (e.g. using conda/venv) -- Notes,Step 1.4: Read README - Notes,Step 2.1: Identify entry point / main script - Outcome,Step 2.1: Identify entry point / main script - Notes,Step 2.2: Understand required run parameters - Outcome,Step 2.3: Run code - Who did it,Step 2.3: Run code - Outcome,Step 2.3: Run code - Notes,Step 2.4: Monitor / debug runtime errors - Who did it,Step 2.4: Monitor / debug runtime errors - Outcome,Step 2.4: Monitor / debug runtime errors - Notes,Step 2.5: Locate output files - Who did it,Step 2.5: Locate output files - Outcome,Step 2.5: Locate output files - Notes,Step 2.1: Identify entry point / main script - Who did it,Step 2.2: Understand required run parameters - Who did it,Step 3.1: Parse/extract our results - Who did it,Step 3.1: Parse/extract our results - Outcome,Step 3.1: Parse/extract our results - Notes,Step 3.2: Compare to paper values - Who did it,Step 3.2: Compare to paper values - Outcome,Step 3.2: Compare to paper values - Notes,Step 3.3 - Investigate discrepancies (if any) - Who did it,Step 3.3 - Investigate discrepancies (if any) - Outcome,Step 3.3 - Investigate discrepancies (if any) - Notes
4/28/2026 12:58:28,beyond accuracy behavioral testing of nlp models with checklist,https://github.com/marcotcr/checklist,AI Conferences,E,gpt-5.4-codex with extra high thinking,Docker instance with pre-installed libraries,4/27/2026,7:45:00 PM,8:29:00 PM,AI-assisted,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,Agent ran into dependency conflicts.,Agent,Reverted to previous Python version (3.6/3.7) after suggestion from Human.,Yes,,,,,,,,,"Failure rate of BERT-base on the Sentiment Analysis ""Negated neutral should still be neutral"" MFT (Table 1 in the paper): ",98.40%,98.40%,✓ Match,,44.57,3. Human had to provide a minor suggestion or two to redirect agent on the right path,"1. Navigating readme and necessary associated files quickly to understand requirements, 2. Environment setup, 3. Downloading data, 4. Identifying main scripts, 5. Running code, 6. Debugging errors from running code as is, 8. Identifying deprecated code/requirements and quickly finding fixes, 10. Finding an alternative more efficient approach",6. Making appropriate adjustments for deprecated code,,,,,,,,,,Python version mismatch during Run 1.,Agent,Downgrade to older Python version 3.8.,No,"After failure, downgrade to Python 3.6/3.7.",Agent,"With Human intervention, downgraded to Python 3.6/3.7.",Yes,,,,,,,,,,,,,,,,https://docent.transluce.org/dashboard/575a4e6d-14be-4992-a8a2-7a40fd4270b7/agent_run/019dd1fb-9591-7f51-b884-2e217242d7cb?transcript_id=8f611699-896d-4b5d-81a1-97cc4fe9c61e,Succcess,,Succcess,Agent,Succcess,Succcess,Partial succes,Succcess,Succcess,Succcess,Agent,Agent,Agent,Agent,Agent,,,,"Agent:
Loading the released `sentiment_suite.pkl` fails on Python 3.11 because the dill pickle contains older Python code objects (`TypeError: code expected at least 16 arguments, got 15`). This is an environment compatibility problem with the archived suite, so I’m checking for an older interpreter first before attempting any other workaround.
",,,Succcess,,Succcess,Agent,Partial succes,"Failure in first run:
update_plan(explanation=The first execution path failed because the archived dill suite is not Python 3.11-compatible. I’m switching to Python 3.10, which matches the older pickle format much more closely and is a pure environment-compatibility adjustment., plan=[{""step"":""Clone checklist and inspect the relevant README/notebook files for the sentiment replication path"",""status"":""completed""},{""step"":""Create an isolated Python environment and install the minimum compatible dependencies"",""status"":""in_progress""},{""step"":""Unpack release data and run the released sentiment suite against BERT predictions"",""status"":""pending""},{""step"":""Extract the exact failure rate for the target MFT, save outputs/logs, and verify against the paper target"",""status"":""pending""}])",Agent,Succcess,Agent accurately determined failure and suggested alternative.,Agent,Succcess,,Agent,Agent,Agent,Succcess,"Agent:
Chunk ID: f3da4c
Wall time: 0.3750 seconds
Process exited with code 0
Original token count: 178
Output:
simple negations: not neutral is still neutral
fail_rate 98.4
fails 492
testcases 2496
---
simple negations: I thought x was negative, but it was not (should be neutral or positive)
fail_rate 84.8
fails 424
testcases 2124
---
simple negations: but it was not (neutral) should still be neutral
fail_rate 98.6
fails 493
testcases 804
---
Hard: Negation of positive with neutral stuff in the middle (should be negative)
fail_rate 74.0
fails 370
testcases 1000
---
Hard: Negation of negative with neutral stuff in the middle (should be positive or neutral)
fail_rate 99.8
fails 499
testcases 1000
---
negation of neutral with neutral in the middle, should still neutral
fail_rate 98.2
fails 491
testcases 1000
---",Agent,Succcess,,Agent,Succcess,
4/28/2026 13:21:41,decentralization can increase cooperation among public officials,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZLHYSZ,I4R,C,gpt-5.4-codex with extra high thinking,Docker instance with pre-installed libraries,4/27/2026,8:32:00 PM,8:42:00 PM,AI-assisted,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,,"Coefficient for Decentralized in the Weighted Poisson regression Full Model for ""Strong Ties (Prop. Friends)"" (Table 3): 1.07",1.07,1.07410759,✓ Match,,10,1. Agent did all the work on its own,"1. Navigating readme and necessary associated files quickly to understand requirements, 2. Environment setup, 3. Downloading data, 4. Identifying main scripts, 5. Running code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://docent.transluce.org/dashboard/dab7d828-fce2-43aa-97a6-edea3f8fc179,Succcess,,Succcess,Agent,Succcess,Succcess,Succcess,Succcess,Succcess,Succcess,Agent,Agent,Agent,Agent,Agent,,,,,,,Succcess,,Succcess,Agent,Succcess,,Agent,Succcess,,Agent,Succcess,,Agent,Agent,Agent,Succcess,,Agent,Succcess,,N/A - no results produced,N/A - no results produced,The obtained result matched the paper result. 
4/28/2026 17:37:17,informer beyond efficient transformer for long sequence timeseries forecasting,https://github.com/zhouhaoyi/Informer2020,AI Conferences,C,gpt-5.4-codex with extra high thinking,Docker instance with pre-installed libraries,4/27/2026,10:55:00 PM,12:10:00 AM,AI-assisted,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,,MSE of the Informer on the ETT h1 dataset with 24 counts (from Table 2 of the paper): 0.577,0.577,0.5452116728,≈ Within tolerance interval,,73,3. Human had to provide a minor suggestion or two to redirect agent on the right path,"1. Navigating readme and necessary associated files quickly to understand requirements, 2. Environment setup, 3. Downloading data, 4. Identifying main scripts, 5. Running code",10. Losing track of context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, https://docent.transluce.org/dashboard/dab7d828-fce2-43aa-97a6-edea3f8fc179,Succcess,,Succcess,Agent,Succcess,Succcess,Succcess,Succcess,Succcess,Succcess,Agent,Agent,Agent,Agent,Agent,,,,,,,Succcess,,Succcess,Agent,Succcess,,Agent,Succcess,,Agent,Succcess,,Agent,Agent,Agent,Succcess,,Agent,Succcess,,Both,Succcess,"The agent required human guidance to investigate discrepancies between its results and those reported in the paper. During this process, it discovered that multiple versions of the repository existed, and the human advised selecting the version that most closely matched the one used in the paper.

Furthermore, the agent did not fully follow the original instruction.Instead of running the model two additional times with different random seeds and computing the corresponding interval, it used a repository configuration that prescribed five runs. It then calculated the mean and interval from these five values. The second human intervention was to redirect the agent to follow the original instructions.

After further human intervention, the agent corrected its approach. It selected the repository version that best aligned with the paper, attempt two more times, and followed the original experimental instructions more closely. This led to partial success in reproducing the reported results."
4/29/2026 8:07:20,obfuscated gradients give a false sense of security circumventing defenses to adversarial examples,https://github.com/anishathalye/obfuscated-gradients,AI Conferences,C,,Docker instance with pre-installed libraries,4/28/2026,12:30:00 AM,3:48:00 PM,Manual,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,,Accuracy under the defense technique from Buckman et al. (2018) on the CIFAR dataset (Table 1 from the paper): 0%,0%,"failed to obtain value(Seemed it lacked the equivalent code in the github, presumably because the target was not the primary finding of the study)",✗ Fail,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Docent error. Uploaded log to google drive: https://drive.google.com/file/d/1lQgat4_-I9edmL7FwvfG5z6e6kUD0syS/view?usp=drive_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2026 14:11:34,multiracial identity and political preferences,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BLVJJH,I4R,C,,Docker instance with pre-installed libraries,4/28/2026,6:10:00 PM,9:30:00 PM,Manual,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,,"Figure 1, Are White-Blacks more conservative or more liberal than Blacks whn it comes to police perceptions?: More conservative","negative mean(assuming from the term ""More conservative"" in replication target","Manual replication produced a positive value (0.067), while the paper’s figure showed a negative value. This seems not a discrepancy: it is likely to be caused by difference in sign convention. The code computes White-Black minus Black, while the figure plots the reverse direction for interpretability.",✓ Match,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lost the Docent records due to the connection error, therefore adding a link to the logs updated to google drive: https://drive.google.com/drive/folders/10OUu2ZETRAZbQ-7VksUNIiQlaVjsYdMi?usp=drive_link",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2026 11:16:30,entertaining beliefs in economic mobility,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FVRZYU,I4R,A,,Docker instance with pre-installed libraries,4/30/2026,6:35:00 PM,7:03:00 PM,Manual,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,,"Estimated coefficient of the Rags-to-Riches TV Treatment on belief in economic mobility in the lab-in-the-field sample (Table 1, Column 5 in the paper)",0.068,0.068,✓ Match,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://docent.transluce.org/dashboard/d1a06242-b68b-4597-89df-e845e2e1c058/agent_run/ad84ade3-3c34-4f0e-b705-b3620d8ac316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2026 14:13:18,informer beyond efficient transformer for long sequence timeseries forecasting,https://github.com/zhouhaoyi/Informer2020,AI Conferences,A,,Docker instance with pre-installed libraries,4/30/2026,12:00:00 AM,10:03:00 PM,Manual,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,,MSE of the Informer on the ETT h1 dataset with 24 counts (from Table 2 of the paper),0.577,"0.5138531923294067, 0.5566526651382446, 0.5900617837905884",≈ Within tolerance interval,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://docent.transluce.org/dashboard/d1a06242-b68b-4597-89df-e845e2e1c058/agent_run/f882aeb2-607e-441d-9ecc-93ef54e5c7f6?transcript_id=6640ece6-d7bb-443d-97f1-386c762e6264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2026 7:32:34,beyond accuracy behavioral testing of nlp models with checklist,https://github.com/marcotcr/checklist,AI Conferences,A,,Docker instance with pre-installed libraries,5/1/2026,12:00:00 AM,3:22:00 PM,Manual,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,,"Failure rate of BERT-base on the Sentiment Analysis ""Negated neutral should still be neutral"" MFT (Table 1 in the paper)",98.40%,none obtained,✗ Fail,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://docent.transluce.org/dashboard/d1a06242-b68b-4597-89df-e845e2e1c058/agent_run/48c3e2b4-61c9-48a7-8816-dbffe58e07eb?transcript_id=008a9977-4c5b-424a-9bcc-fb5f1d6c3e26 (2nd attempt, lost log of the 1st attempt)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2026 15:55:48,fantastically ordered prompts and where to find them overcoming fewshot prompt order sensitivity,https://github.com/yaolu/ordered-prompt,AI Conferences,A,gpt-5.4-codex with extra high thinking,Docker instance with pre-installed libraries,5/1/2026,3:47:00 PM,4:10:00 PM,AI-assisted,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,,Performance of the GPT-2 0.1B GlobalE on the Template 1 (from Table 3 in the paper),63.8 [paper reported confidence: 5.8],63.8475,✓ Match,,23,1. Agent did all the work on its own,"1. Navigating readme and necessary associated files quickly to understand requirements, 2. Environment setup, 4. Identifying main scripts, 5. Running code, 6. Debugging errors from running code as is, 7. Making the most appropriate choice to adjust code to run correctly, 9. Catching potential issues proactively (e.g., noticing a bug in the code before it caused a major error), 10. Finding an alternative more efficient approach",,,,,,,,,,,Agent launched script from the wrong directory first,Agent,Agent identified the correct directory and relaunched the script,No,"According to the agent: ""A `pip` self-upgrade hung, which is non-essential, so I’m abandoning that and using the venv as-is for dependency installs and the actual runs.""",Agent,"Agent: ""I’m abandoning that and using the venv as-is for dependency installs and the actual runs.""",No,,,,,,,,,,,,,,,,https://docent.transluce.org/dashboard/d1a06242-b68b-4597-89df-e845e2e1c058/agent_run/019de5b7-e3f9-73d1-ab89-fe8c32f1c968?transcript_id=23989d86-d7ba-480a-8ae5-56eca01980fd,Succcess,,Succcess,Agent,Succcess,Succcess,Succcess,Succcess,Succcess,Succcess,Agent,Agent,Agent,Agent,Agent,,,,,,,Succcess,"Agent launched script from the wrong directory first, but corrected itself",Succcess,Agent,Succcess,,Agent,Succcess,,Agent,Succcess,,Agent,Agent,Agent,Succcess,,Both,Succcess,,Agent,Succcess,no discrepancies
5/2/2026 10:28:35,improving evaluation of machine translation quality estimation,https://github.com/ygraham/mt-qe-eval,AI Conferences,D,gpt-5.4-codex with extra high thinking,Docker instance with pre-installed libraries,5/1/2026,5:40:00 PM,5:49:00 AM,AI-assisted,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,,"Williams significance-test outcome for HTER prediction in English-to-Spanish WMT-14 Task 1.2, showing a significant increase in Pearson correlation with HTER gold labels for HTER-DCU-rtm-svr over HTER-DCU-rtm-tree(Figure 6)",p < 0.05,p < 0.05,✓ Match,,19,1. Agent did all the work on its own,"1. Navigating readme and necessary associated files quickly to understand requirements, 2. Environment setup, 3. Downloading data, 4. Identifying main scripts, 5. Running code, 6. Debugging errors from running code as is, 7. Making the most appropriate choice to adjust code to run correctly, 8. Identifying deprecated code/requirements and quickly finding fixes, 11. Interpreting intermediate results intelligently so that it could move on quickly to next steps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://docent.transluce.org/dashboard/f8c8caac-c48e-4d00-aa23-fd9f8bdae589/agent_run/019de621-2b2d-74a2-b2b8-8008ce85bade?transcript_id=0e61739f-c474-44eb-93f7-691a777726b1,Succcess,,Succcess,Agent,Succcess,Succcess,Succcess,Succcess,Succcess,Succcess,Agent,Agent,Agent,Agent,Agent,,,,,,,Succcess,,Succcess,Agent,Succcess,,Agent,Succcess,,Agent,Succcess,,Agent,Agent,Agent,Succcess,,Agent,Succcess,,Agent,Succcess,
5/3/2026 11:55:26,improving evaluation of machine translation quality estimation,https://github.com/ygraham/mt-qe-eval,AI Conferences,E,,Docker instance with pre-installed libraries,4/1/2026,7:05:00 PM,7:43:00 PM,Manual,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,," *Discrete decision - whether the Williams test p-value is below 0.05, not the exact p-value", Yes,No - 0.0961 p-value.,✗ Fail,,37.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://docent.transluce.org/dashboard/575a4e6d-14be-4992-a8a2-7a40fd4270b7/agent_run/759170e5-e4fd-4435-8ade-d23c5a1ec59e?transcript_id=306fc53e-e3e2-483e-b364-8db7db4c4028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2026 19:27:14,semisupervised neural protolanguage reconstruction,https://github.com/cmu-llab/dpd,AI Conferences,A,,Docker instance with pre-installed libraries,5/1/2026,11:00:00 PM,3:20:00 AM,Manual,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,,"Table 2, TED of Transformer DPD-ΠM-BST on 10% labeled WikiHan, averaged across all runs in four groups (10 runs per strategy-architecture combination per group)",1.0075,1.153121969,✗ Fail,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://docent.transluce.org/dashboard/d1a06242-b68b-4597-89df-e845e2e1c058/agent_run/d97b0042-07d7-4394-b0da-18c415734dda?transcript_id=f3059f52-c949-43e3-a451-ab6f08da7c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2026 5:13:25,antinormative messaging group cues and the nuclear ban treaty,https://dataverse.harvard.edu/dataset.xhtml;jsessionid=5bc4beb0bd5aef9d7a5ba5284fc6?persistentId=doi%3A10.7910%2FDVN%2FGLT4FX&version=&q=&fileTypeGroupFacet=%22Text%22&fileAccess=&fileSortField=size (fixed: https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi%3A10.7910%2FDVN%2FGLT4FX ),I4R,A,,Docker instance with pre-installed libraries,5/2/2026,12:08:00 PM,1:00:00 PM,Manual,GPU: A40 48GB VRAM CPU: Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GH,Ubuntu 22.04,,,,,,,,,,,,,"Estimated treatment effect of the Institution Cue on support for TPNW (Appendix Table H1, Model 2)",-19.2 percentage points,-19.2,✓ Match,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://docent.transluce.org/dashboard/d1a06242-b68b-4597-89df-e845e2e1c058/agent_run/f8f1a354-e4d6-4b0d-a101-7bf0c481891e?transcript_id=c117fcbe-555b-4edb-9e4b-1ad70cd70f9b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
